Symbol,Name,Category
WSI,W S Industries (I) Limited,Other
WSTCSTPAPR,West Coast Paper Mills Limited,Other
XCHANGING,Xchanging Solutions Limited,Other
XELPMOC,Xelpmoc Design And Tech Limited,Other
XPROINDIA,Xpro India Limited,Other
XTGLOBAL,Xtglobal Infotech Limited,Other
YASHO,Yasho Industries Limited,Other
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Other
YATRA,Yatra Online Limited,Other
YUKEN,Yuken India Limited,Other
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Other
ZEEMEDIA,Zee Media Corporation Limited,Other
ZENITHEXPO,Zenith Exports Limited,Other
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Other
ZFSTEERING,ZF Steering Gear (India) Limited,Other
ZODIAC,Zodiac Energy Limited,Other
ZODIACLOTH,Zodiac Clothing Company Limited,Other
ZOTA,Zota Health Care LImited,Other
ZSARACOM,Saraswati Commercial India Limited,Other
ZUARI,Zuari Agro Chemicals Limited,Other
ZUARIIND,ZUARI INDUSTRIES LIMITED,Other
AADHARHFC,Aadhar Housing Finance Limited,Small
AARTIIND,Aarti Industries Limited,Small
AAVAS,Aavas Financiers Limited,Small
ABDL,Allied Blenders and Distillers Limited,Small
ABFRL,Aditya Birla Fashion and Retail Limited,Small
ABLBL,Aditya Birla Lifestyle Brands Limited,Small
ABREL,Aditya Birla Real Estate Limited,Small
ABSLAMC,Aditya Birla Sun Life AMC Limited,Small
ACE,Action Construction Equipment Limited,Small
ACMESOLAR,Acme Solar Holdings Limited,Small
ACUTAAS,Acutaas Chemicals Limited,Small
AEGISLOG,Aegis Logistics Limited,Small
AEGISVOPAK,Aegis Vopak Terminals Limited,Small
AFCONS,Afcons Infrastructure Limited,Small
AFFLE,Affle 3i Limited,Small
AMBER,Amber Enterprises India Limited,Small
ANANDRATHI,Anand Rathi Wealth Limited,Small
ANANTRAJ,Anant Raj Limited,Small
ANGELONE,Angel One Limited,Small
ANURAS,Anupam Rasayan India Limited,Small
APTUS,Aptus Value Housing Finance India Limited,Small
ARE&M,Amara Raja Energy & Mobility Limited,Small
ASAHIINDIA,Asahi India Glass Limited,Small
ASTERDM,Aster DM Quality Care Limited,Small
ATHERENERG,Ather Energy Limited,Small
ATUL,Atul Limited,Small
BALRAMCHIN,Balrampur Chini Mills Limited,Small
BANDHANBNK,Bandhan Bank Limited,Small
BATAINDIA,Bata India Limited,Small
BAYERCROP,Bayer Cropscience Limited,Small
BBTC,The Bombay Burmah Trading Corporation Limited,Small
BELRISE,Belrise Industries Limited,Small
BEML,BEML Limited,Small
BIKAJI,Bikaji Foods International Limited,Small
BLS,BLS International Services Limited,Small
BLUEDART,Blue Dart Express Limited,Small
BLUEJET,Blue Jet Healthcare Limited,Small
BRIGADE,Brigade Enterprises Limited,Small
BSOFT,BIRLASOFT LIMITED,Small
CAMS,Computer Age Management Services Limited,Small
CANFINHOME,Can Fin Homes Limited,Small
CANHLIFE,Canara HSBC Life Insurance Company Limited,Small
CAPLIPOINT,Caplin Point Laboratories Limited,Small
CARBORUNIV,Carborundum Universal Limited,Small
CARTRADE,Cartrade Tech Limited,Small
CASTROLIND,Castrol India Limited,Small
CCL,CCL Products (India) Limited,Small
CDSL,Central Depository Services (India) Limited,Small
CEATLTD,CEAT Limited,Small
CEMPRO,Cemindia Projects Limited,Small
CENTRALBK,Central Bank of India,Small
CESC,CESC Limited,Small
CGCL,Capri Global Capital Limited,Small
CHALET,Chalet Hotels Limited,Small
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Small
CHENNPETRO,Chennai Petroleum Corporation Limited,Small
CHOICEIN,Choice International Limited,Small
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Small
CIEINDIA,CIE Automotive India Limited,Small
CLEAN,Clean Science and Technology Limited,Small
COHANCE,Cohance Lifesciences Limited,Small
CONCORDBIO,Concord Biotech Limited,Small
CPPLUS,Aditya Infotech Limited,Small
CRAFTSMAN,Craftsman Automation Limited,Small
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Small
CROMPTON,Crompton Greaves Consumer Electricals Limited,Small
CUB,City Union Bank Limited,Small
CYIENT,Cyient Limited,Small
DATAPATTNS,Data Patterns (India) Limited,Small
DCMSHRIRAM,DCM Shriram Limited,Small
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Small
DEEPAKNTR,Deepak Nitrite Limited,Small
DELHIVERY,Delhivery Limited,Small
DEVYANI,Devyani International Limited,Small
DOMS,DOMS Industries Limited,Small
ECLERX,eClerx Services Limited,Small
EIDPARRY,EID Parry India Limited,Small
EIHOTEL,EIH Limited,Small
ELECON,Elecon Engineering Company Limited,Small
ELGIEQUIP,Elgi Equipments Limited,Small
EMAMILTD,Emami Limited,Small
EMCURE,Emcure Pharmaceuticals Limited,Small
EMMVEE,Emmvee Photovoltaic Power Limited,Small
ENGINERSIN,Engineers India Limited,Small
ERIS,Eris Lifesciences Limited,Small
FACT,Fertilizers and Chemicals Travancore Limited,Small
FINCABLES,Finolex Cables Limited,Small
FIRSTCRY,Brainbees Solutions Limited,Small
FIVESTAR,Five-Star Business Finance Limited,Small
FORCEMOT,FORCE MOTORS LTD,Small
FSL,Firstsource Solutions Limited,Small
GABRIEL,Gabriel India Limited,Small
GALLANTT,Gallantt Ispat Limited,Small
GESHIP,The Great Eastern Shipping Company Limited,Small
GILLETTE,Gillette India Limited,Small
GLAND,Gland Pharma Limited,Small
GMDCLTD,Gujarat Mineral Development Corporation Limited,Small
GODIGIT,Go Digit General Insurance Limited,Small
GPIL,Godawari Power And Ispat limited,Small
GRANULES,Granules India Limited,Small
GRAPHITE,Graphite India Limited,Small
GRAVITA,Gravita India Limited,Small
GRSE,Garden Reach Shipbuilders & Engineers Limited,Small
HBLENGINE,HBL Engineering Limited,Small
HEG,HEG Limited,Small
HFCL,HFCL Limited,Small
HINDCOPPER,Hindustan Copper Limited,Small
HOMEFIRST,Home First Finance Company India Limited,Small
HONASA,Honasa Consumer Limited,Small
HSCL,Himadri Speciality Chemical Limited,Small
IDBI,IDBI Bank Limited,Small
IEX,Indian Energy Exchange Limited,Small
IFCI,IFCI Limited,Small
IGIL,International Gemological Institute Limited,Small
IGL,Indraprastha Gas Limited,Small
IIFL,IIFL Finance Limited,Small
IKS,Inventurus Knowledge Solutions Limited,Small
INDGN,Indegene Limited,Small
INDIACEM,The India Cements Limited,Small
INDIAMART,Indiamart Intermesh Limited,Small
INOXWIND,Inox Wind Limited,Small
INTELLECT,Intellect Design Arena Limited,Small
IOB,Indian Overseas Bank,Small
IRB,IRB Infrastructure Developers Limited,Small
IRCON,Ircon International Limited,Small
ITI,ITI Limited,Small
J&KBANK,The Jammu & Kashmir Bank Limited,Small
JAINREC,Jain Resource Recycling Limited,Small
JBMA,JBM Auto Limited,Small
JINDALSAW,Jindal Saw Limited,Small
JKTYRE,JK Tyre & Industries Limited,Small
JMFINANCIL,JM Financial Limited,Small
JPPOWER,Jaiprakash Power Ventures Limited,Small
JSWCEMENT,JSW Cement Limited,Small
JSWDULUX,JSW Dulux Limited,Small
JUBLINGREA,Jubilant Ingrevia Limited,Small
JUBLPHARMA,Jubilant Pharmova Limited,Small
JWL,Jupiter Wagons Limited,Small
JYOTICNC,Jyoti CNC Automation Limited,Small
KAJARIACER,Kajaria Ceramics Limited,Small
KARURVYSYA,Karur Vysya Bank Limited,Small
KAYNES,Kaynes Technology India Limited,Small
KEC,KEC International Limited,Small
KFINTECH,Kfin Technologies Limited,Small
KIMS,Krishna Institute of Medical Sciences Limited,Small
KIRLOSENG,Kirloskar Oil Engines Limited,Small
KPIL,Kalpataru Projects International Limited,Small
LALPATHLAB,Dr. Lal Path Labs Ltd.,Small
LATENTVIEW,Latent View Analytics Limited,Small
LEMONTREE,Lemon Tree Hotels Limited,Small
LTFOODS,LT Foods Limited,Small
MANAPPURAM,Manappuram Finance Limited,Small
MAPMYINDIA,C.E. Info Systems Limited,Small
MEESHO,Meesho Limited,Small
MGL,Mahanagar Gas Limited,Small
MINDACORP,Minda Corporation Limited,Small
MMTC,MMTC Limited,Small
MRPL,Mangalore Refinery and Petrochemicals Limited,Small
MSUMI,Motherson Sumi Wiring India Limited,Small
NATCOPHARM,Natco Pharma Limited,Small
NAVA,NAVA LIMITED,Small
NAVINFLUOR,Navin Fluorine International Limited,Small
NBCC,NBCC (India) Limited,Small
NCC,NCC Limited,Small
NETWEB,Netweb Technologies India Limited,Small
NEULANDLAB,Neuland Laboratories Limited,Small
NEWGEN,Newgen Software Technologies Limited,Small
NH,Narayana Hrudayalaya Ltd.,Small
NIVABUPA,Niva Bupa Health Insurance Company Limited,Small
NSLNISP,NMDC Steel Limited,Small
NUVAMA,Nuvama Wealth Management Limited,Small
NUVOCO,Nuvoco Vistas Corporation Limited,Small
OLAELEC,Ola Electric Mobility Limited,Small
OLECTRA,Olectra Greentech Limited,Small
ONESOURCE,Onesource Specialty Pharma Limited,Small
PARADEEP,Paradeep Phosphates Limited,Small
PCBL,PCBL Chemical Limited,Small
PFIZER,Pfizer Limited,Small
PFOCUS,Prime Focus Limited,Small
PGEL,PG Electroplast Limited,Small
PINELABS,Pine Labs Limited,Small
PIRAMALFIN,Piramal Finance Limited,Small
PNBHOUSING,PNB Housing Finance Limited,Small
POLYMED,Poly Medicure Limited,Small
POONAWALLA,Poonawalla Fincorp Limited,Small
PPLPHARMA,Piramal Pharma Limited,Small
PTCIL,PTC Industries Limited,Small
PVRINOX,PVR INOX Limited,Small
PWL,Physicswallah Limited,Small
RAILTEL,Railtel Corporation Of India Limited,Small
RAINBOW,Rainbow Childrens Medicare Limited,Small
RAMCOCEM,The Ramco Cements Limited,Small
RBLBANK,RBL Bank Limited,Small
REDINGTON,Redington Limited,Small
RHIM,RHI MAGNESITA INDIA LIMITED,Small
RITES,RITES Limited,Small
RKFORGE,Ramkrishna Forgings Limited,Small
RPOWER,Reliance Power Limited,Small
RRKABEL,R R Kabel Limited,Small
SAGILITY,SAGILITY LIMITED,Small
SAILIFE,Sai Life Sciences Limited,Small
SAMMAANCAP,Sammaan Capital Limited,Small
SAPPHIRE,Sapphire Foods India Limited,Small
SARDAEN,Sarda Energy & Minerals Limited,Small
SAREGAMA,Saregama India Limited,Small
SBFC,SBFC Finance Limited,Small
SCHNEIDER,Schneider Electric Infrastructure Limited,Small
SCI,Shipping Corporation Of India Limited,Small
SHYAMMETL,Shyam Metalics and Energy Limited,Small
SIGNATURE,Signatureglobal (India) Limited,Small
SOBHA,Sobha Limited,Small
SONACOMS,Sona BLW Precision Forgings Limited,Small
SONATSOFTW,Sonata Software Limited,Small
SPLPETRO,Supreme Petrochem Limited,Small
STARHEALTH,Star Health and Allied Insurance Company Limited,Small
SUMICHEM,Sumitomo Chemical India Limited,Small
SUNTV,Sun TV Network Limited,Small
SWANCORP,SWAN CORP LIMITED,Small
SYNGENE,Syngene International Limited,Small
SYRMA,Syrma SGS Technology Limited,Small
TARIL,Transformers And Rectifiers (India) Limited,Small
TATACHEM,Tata Chemicals Limited,Small
TATATECH,Tata Technologies Limited,Small
TBOTEK,TBO Tek Limited,Small
TECHNOE,Techno Electric & Engineering Company Limited,Small
TEGA,Tega Industries Limited,Small
TEJASNET,Tejas Networks Limited,Small
TENNIND,Tenneco Clean Air India Limited,Small
THELEELA,Leela Palaces Hotels & Resorts Limited,Small
TIMKEN,Timken India Limited,Small
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Small
TRAVELFOOD,Travel Food Services Limited,Small
TRIDENT,Trident Limited,Small
TRITURBINE,Triveni Turbine Limited,Small
TTML,Tata Teleservices (Maharashtra) Limited,Small
UCOBANK,UCO Bank,Small
URBANCO,Urban Company Limited,Small
USHAMART,Usha Martin Limited,Small
UTIAMC,UTI Asset Management Company Limited,Small
VIJAYA,Vijaya Diagnostic Centre Limited,Small
VTL,Vardhman Textiles Limited,Small
WELCORP,Welspun Corp Limited,Small
WELSPUNLIV,Welspun Living Limited,Small
WHIRLPOOL,Whirlpool of India Limited,Small
WOCKPHARMA,Wockhardt Limited,Small
ZEEL,Zee Entertainment Enterprises Limited,Small
ZENSARTECH,Zensar Technologies Limited,Small
ZENTEC,Zen Technologies Limited,Small
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Small
ZYDUSWELL,Zydus Wellness Limited,Small
